event_id,ra,dec,energy,arrival_time,instrument,t90_s
bn140720158,175.03,-32.31,1.997e-07,56858.1579,Fermi-GBM,0.32
bn110505203,16.81,-32.3,2.0341e-06,55686.2034,Fermi-GBM,4.096
bn180710062,200.66,-32.24,4.335e-06,58309.0616,Fermi-GBM,90.112
bn120526303,66.28,-32.23,0.00011619,56073.3032,Fermi-GBM,43.649
bn210807525,256.22,-32.18,2.2806e-06,59433.5255,Fermi-GBM,8.704
bn230812395,294.2,-32.16,2.3004e-06,60168.3948,Fermi-GBM,25.6
bn120429484,133.04,-32.23,2.3678e-06,56046.4841,Fermi-GBM,15.36
bn191111364,189.29,-32.12,1.4549e-05,58798.3642,Fermi-GBM,88.066
bn240607459,17.81,-32.08,9.2723e-05,60468.4592,Fermi-GBM,20.224
bn141105358,202.6,-32.0,1.8375e-06,56966.3582,Fermi-GBM,19.2
bn130112353,196.29,-31.94,1.2393e-06,56304.3526,Fermi-GBM,2.048
bn081206604,353.3,-31.9,4.9971e-07,54806.6038,Fermi-GBM,7.936
bn090101758,77.8,-31.6,1.2288e-05,54832.7581,Fermi-GBM,108.802
bn190129515,11.459,-31.887,1.1022e-06,58512.5151,Fermi-GBM,8.704
bn120711446,127.88,-31.83,1.8621e-06,56119.4465,Fermi-GBM,87.552
bn200325138,31.7203,-31.816,1.4803e-06,58933.1379,Fermi-GBM,0.96
bn170826819,327.7,-31.8,3.2272e-05,57991.8187,Fermi-GBM,11.008
bn190808498,282.22,-31.77,1.131e-06,58703.4975,Fermi-GBM,47.36
bn111010660,183.54,-31.7,8.7058e-07,55844.66,Fermi-GBM,8.704
bn090513916,269.8,-31.6,4.9405e-06,54964.9158,Fermi-GBM,25.28
bn120811014,43.658,-31.675,2.2744e-06,56150.0142,Fermi-GBM,0.448
bn180413118,168.18,-31.56,7.552e-06,58221.1179,Fermi-GBM,57.857
bn180718763,44.677,-31.503,1.49e-05,58317.7628,Fermi-GBM,98.306
bn190608009,225.74,-31.42,8.2514e-06,58642.0085,Fermi-GBM,85.25
bn211121434,97.4,-31.22,2.5829e-05,59539.4339,Fermi-GBM,333.064
bn230225618,46.01,-31.18,3.4959e-06,60000.6176,Fermi-GBM,51.2
bn230430368,113.85,-31.18,5.4429e-06,60064.3684,Fermi-GBM,57.6
bn210401970,263.07,-31.58,7.4899e-05,59305.9702,Fermi-GBM,301.061
bn191022341,169.29,-31.18,4.6118e-06,58778.341,Fermi-GBM,77.824
bn120710100,120.39,-31.14,5.3384e-06,56118.0995,Fermi-GBM,131.84
bn190817953,275.17,-31.14,8.8033e-07,58712.9531,Fermi-GBM,8.448
bn091122163,120.51,-31.13,1.6406e-07,55157.1627,Fermi-GBM,2.944
bn220715368,171.25,-31.13,1.7985e-06,59775.3678,Fermi-GBM,13.312
bn120219563,274.85,-31.11,5.5777e-07,55976.5635,Fermi-GBM,8.128
bn190707285,152.87,-30.98,1.1372e-05,58671.2848,Fermi-GBM,36.353
bn130701761,325.94,-30.89,4.9175e-06,56474.7608,Fermi-GBM,1.6
bn101214993,181.13,-31.06,1.0917e-06,55544.9931,Fermi-GBM,11.52
bn130715906,287.37,-31.05,4.1079e-05,56488.9057,Fermi-GBM,47.873
bn091006360,243.11,-31.04,1.1432e-07,55110.3603,Fermi-GBM,0.192
bn220326173,185.6,-31.01,1.6826e-06,59664.1733,Fermi-GBM,23.552
bn260403105,236.25,-31.01,2.8732e-06,61133.1052,Fermi-GBM,24.061
bn151218857,9.45,-30.73,6.6057e-07,57374.8566,Fermi-GBM,3.328
bn170711019,66.69,-30.69,7.4943e-07,57945.0187,Fermi-GBM,15.104
bn190719113,123.93,-30.81,9.1711e-06,58683.1127,Fermi-GBM,84.738
bn230111797,320.188,-30.577,9.9546e-07,59955.797,Fermi-GBM,7.936
bn141209131,90.2,-30.57,5.5484e-06,57000.1306,Fermi-GBM,78.081
bn211219622,60.48,-30.54,6.4637e-06,59567.6218,Fermi-GBM,31.741
bn191213254,196.06,-30.45,3.2597e-06,58830.2539,Fermi-GBM,18.944
bn090112332,110.9,-30.4,3.919e-06,54843.3315,Fermi-GBM,58.369
bn140223495,141.12,-30.4,1.9792e-06,56711.4952,Fermi-GBM,17.408
bn150318521,269.05,-30.22,4.3291e-06,57099.5208,Fermi-GBM,94.72
bn171023097,325.36,-30.4,3.6446e-06,58049.0971,Fermi-GBM,64.257
bn250320969,244.66,-30.37,7.4681e-05,60754.969,Fermi-GBM,86.018
bn230415867,149.56,-10.76,4.548e-06,60049.8672,Fermi-GBM,40.449
bn170127634,19.9766,-30.3588,3.0558e-07,57780.6344,Fermi-GBM,1.728
bn150511362,91.18,-30.35,3.3516e-06,57153.3625,Fermi-GBM,31.232
bn240628817,198.67,-30.3,3.5529e-07,60489.8171,Fermi-GBM,0.225
bn080904886,214.2,-30.3,5.2448e-06,54713.8862,Fermi-GBM,17.344
bn160625240,127.13,-30.26,1.2778e-06,57564.2402,Fermi-GBM,10.752
bn250620558,67.06,-30.17,1.2685e-06,60846.5576,Fermi-GBM,23.296
bn240329905,259.7,-4.79,4.0626e-06,60398.9049,Fermi-GBM,6.397
bn210815100,351.76,-30.16,3.777e-06,59441.0999,Fermi-GBM,7.168
bn150426594,17.64,-30.23,1.0847e-05,57138.5941,Fermi-GBM,22.528
bn220306306,184.85,-29.97,1.7222e-06,59644.3056,Fermi-GBM,4.925
bn250103415,22.083,-5.096,3.6396e-06,60678.4151,Fermi-GBM,117.955
bn150227702,190.3,-29.93,2.4563e-06,57080.7024,Fermi-GBM,17.408
bn180703949,96.92,-29.88,8.8488e-06,58302.9492,Fermi-GBM,1.536
bn230911132,57.5027,-29.8259,4.4447e-06,60198.1316,Fermi-GBM,35.84
bn111221739,10.16,-29.77,3.0585e-06,55916.7386,Fermi-GBM,27.136
bn140511095,329.76,-30.06,3.7066e-07,56788.0953,Fermi-GBM,1.408
bn170730133,323.91,-29.75,2.4063e-06,57964.1332,Fermi-GBM,6.656
bn120703726,339.356,-29.7244,8.3292e-06,56111.7259,Fermi-GBM,8.96
bn170910368,197.65,-29.71,2.5834e-06,58006.3681,Fermi-GBM,27.392
bn181126413,152.348,-29.6875,6.2075e-07,58448.4126,Fermi-GBM,2.112
bn161117066,322.05,-29.61,3.1218e-05,57709.0663,Fermi-GBM,122.178
bn260104243,72.48,-29.51,1.3609e-06,61044.243,Fermi-GBM,31.488
bn170130302,271.05,-29.11,4.0892e-06,57783.3019,Fermi-GBM,50.177
bn240310236,312.46,-4.86,8.6758e-07,60379.2362,Fermi-GBM,5.888
bn240715239,8.39,-29.42,1.4955e-06,60506.2389,Fermi-GBM,0.16
bn260223174,111.088,-29.4179,1.6964e-05,61094.1744,Fermi-GBM,38.913
bn100306199,216.04,-29.37,5.6784e-07,55261.1989,Fermi-GBM,7.168
bn210411146,259.39,-27.41,4.0725e-06,59315.1465,Fermi-GBM,42.497
bn110703557,155.39,-29.3,9.7388e-07,55745.5571,Fermi-GBM,6.72
bn220513865,83.91,-29.21,4.377e-07,59712.8654,Fermi-GBM,1.856
bn140901262,112.184,-29.209,2.9293e-06,56901.2621,Fermi-GBM,65.025
bn260417655,264.79,-27.41,1.4745e-06,61147.6555,Fermi-GBM,7.168
bn091123298,297.11,-29.18,3.4809e-05,55158.2977,Fermi-GBM,624.459
bn250202047,295.17,-29.06,1.8784e-05,60708.0473,Fermi-GBM,111.874
bn101101899,266.04,-29.0,2.5972e-06,55501.8987,Fermi-GBM,31.232
bn250510279,128.48,-26.76,2.9003e-06,60805.2791,Fermi-GBM,35.584
bn260303559,9.3,-26.67,1.7739e-05,61102.5586,Fermi-GBM,20.992
bn240328515,231.95,-3.79,1.5361e-08,60397.5148,Fermi-GBM,0.448
bn161220605,138.0,-29.16,8.9475e-06,57742.6053,Fermi-GBM,41.729
bn100517072,100.93,-28.99,6.5888e-06,55333.0716,Fermi-GBM,55.808
bn160401065,290.19,-28.9,9.3138e-06,57479.0653,Fermi-GBM,20.992
bn110904163,190.4,-28.85,3.464e-06,55808.1629,Fermi-GBM,51.457
bn201208252,158.3,-28.8,6.6853e-06,59191.2524,Fermi-GBM,44.801
bn250321908,89.35,-28.48,8.8998e-07,60755.9081,Fermi-GBM,8.96
bn170114833,137.92,-28.46,1.3898e-05,57767.8328,Fermi-GBM,29.184
bn250113273,106.22,-28.78,4.497e-06,60688.2734,Fermi-GBM,39.169
bn180516229,267.89,-28.75,1.7834e-06,58254.229,Fermi-GBM,13.824
bn231020790,317.55,-28.71,3.7536e-05,60237.7896,Fermi-GBM,9.344
bn120830297,88.5017,-28.7013,3.0693e-06,56169.2966,Fermi-GBM,0.896
bn140701567,351.45,-28.66,2.6478e-06,56839.5668,Fermi-GBM,25.088
bn200405394,59.78,-28.63,2.1665e-06,58944.394,Fermi-GBM,14.848
bn201213746,239.84,-28.55,2.0446e-06,59196.7459,Fermi-GBM,46.336
bn090621417,257.49,-28.46,3.8211e-06,55003.4173,Fermi-GBM,27.009
bn240824640,152.58,-28.44,1.1295e-06,60546.6405,Fermi-GBM,13.056
bn110731465,280.504,-28.5371,2.2892e-05,55773.4649,Fermi-GBM,7.485
bn160709826,236.11,-28.5,2.2817e-06,57578.8257,Fermi-GBM,5.44
bn160221993,232.082,-28.4337,1.7522e-06,57439.9929,Fermi-GBM,11.52
bn090509215,241.4,-28.4,3.5842e-06,54960.2153,Fermi-GBM,282.372
bn180420031,93.51,-28.32,3.0334e-06,58228.0314,Fermi-GBM,59.392
bn101214748,0.69,-28.27,2.3712e-07,55544.748,Fermi-GBM,2.24
bn170906039,232.204,-28.2563,3.0308e-06,58002.0387,Fermi-GBM,11.52
bn081101532,207.5,-28.0,1.5075e-05,54771.5315,Fermi-GBM,8.256
bn170829414,340.08,-28.23,7.778e-06,57994.4142,Fermi-GBM,51.457
bn121029350,226.77,-28.2,7.8146e-06,56229.3502,Fermi-GBM,15.808
bn090418816,262.8,-28.2,1.8202e-07,54939.8163,Fermi-GBM,0.32
bn100326294,131.24,-28.18,3.8185e-07,55281.2938,Fermi-GBM,5.632
bn210731931,300.304,-28.0595,3.0532e-06,59426.9313,Fermi-GBM,25.857
bn131102622,74.1,-28.01,1.422e-06,56598.622,Fermi-GBM,62.976
bn130406334,109.66,-27.86,3.211e-06,56388.3338,Fermi-GBM,88.832
bn191011192,44.7268,-27.8459,8.5225e-07,58767.1917,Fermi-GBM,25.088
bn180402481,338.63,-27.82,5.3497e-07,58210.4807,Fermi-GBM,0.256
bn100311518,303.41,-27.77,2.5687e-06,55266.518,Fermi-GBM,9.024
bn110921912,17.97,-27.75,3.6311e-05,55825.9116,Fermi-GBM,17.664
bn171230955,89.53,-27.75,1.5006e-05,58117.9552,Fermi-GBM,70.401
bn150430015,326.48,-27.9021,1.5615e-05,57142.0146,Fermi-GBM,111.618
bn150118927,160.077,-27.555,6.9773e-07,57040.9268,Fermi-GBM,0.288
bn200308941,327.44,-27.75,1.2521e-06,58916.9412,Fermi-GBM,43.008
bn100207665,307.86,-27.73,2.0797e-06,55234.6652,Fermi-GBM,15.36
bn250215105,156.331,-27.6983,4.9688e-06,60721.1055,Fermi-GBM,13.374
bn250331949,196.64,-27.67,9.8821e-07,60765.949,Fermi-GBM,69.888
bn240602419,196.99,-27.64,4.4949e-06,60463.4188,Fermi-GBM,25.374
bn210303425,44.53,-3.78,2.5454e-06,59276.4247,Fermi-GBM,13.056
bn130209961,33.59,-27.58,6.1237e-06,56332.9609,Fermi-GBM,9.79
bn110920546,209.82,-27.56,0.00017233,55824.5456,Fermi-GBM,160.771
bn240513307,163.4,-27.5,8.4832e-07,60443.307,Fermi-GBM,6.941
bn101002279,323.35,-27.47,4.3956e-07,55471.2788,Fermi-GBM,7.168
bn180210991,112.76,-27.44,1.1605e-05,58159.9906,Fermi-GBM,48.129
bn230702527,92.63,-27.42,1.8713e-06,60127.527,Fermi-GBM,2.432
bn160419637,16.424,-27.343,1.5154e-06,57497.6365,Fermi-GBM,24.32
bn240404110,256.95,-27.34,1.9106e-07,60404.1098,Fermi-GBM,0.704
bn220927234,96.91,-27.49,8.4762e-06,59849.2336,Fermi-GBM,76.801
bn180423266,81.3,-27.26,5.7854e-07,58231.2664,Fermi-GBM,3.328
bn150831930,271.021,-27.252,2.7153e-06,57265.9302,Fermi-GBM,13.76
bn081028538,16.0,-27.2,2.2658e-06,54767.5383,Fermi-GBM,13.312
bn140304849,354.18,-27.03,8.3213e-06,56720.849,Fermi-GBM,232.708
bn240420190,256.09,-27.02,1.7458e-06,60420.1901,Fermi-GBM,18.688
bn100619015,84.618,-27.012,1.129e-05,55366.0147,Fermi-GBM,96.002
bn180720933,265.635,-26.6304,2.8286e-06,58319.9333,Fermi-GBM,23.296
bn140907429,163.82,-27.0,1.3461e-06,56907.4294,Fermi-GBM,27.392
bn101117496,57.19,-26.87,8.2414e-06,55517.4964,Fermi-GBM,50.177
bn100101028,307.32,-27.0,1.1873e-06,55197.0277,Fermi-GBM,2.816
bn110509475,74.65,-26.98,5.2569e-07,55690.4752,Fermi-GBM,0.64
bn210602865,210.93,-26.94,1.1488e-06,59367.8653,Fermi-GBM,14.592
bn190114873,54.51,-26.939,0.00044325,58497.8729,Fermi-GBM,116.354
bn140405033,119.1,-26.89,2.5992e-06,56752.0327,Fermi-GBM,39.936
bn210502295,354.7,-26.69,1.1873e-06,59336.2953,Fermi-GBM,4.992
bn110522633,180.57,-26.81,3.0438e-06,55703.6333,Fermi-GBM,58.112
bn100816009,102.12,-26.66,2.5297e-05,55424.0088,Fermi-GBM,62.401
bn180709099,329.19,-26.66,3.8771e-06,58308.0987,Fermi-GBM,11.008
bn171013350,171.28,-26.64,1.559e-05,58039.3505,Fermi-GBM,39.425
bn131006367,325.38,-26.63,1.2686e-07,56571.3669,Fermi-GBM,0.128
bn090510016,333.6,-26.6,3.3732e-06,54961.016,Fermi-GBM,0.96
bn250612519,229.654,-26.757,5.5282e-06,60838.5194,Fermi-GBM,10.752
bn241130968,100.29,-26.38,9.6071e-06,60644.9679,Fermi-GBM,4.608
bn181217665,330.56,29.9,8.0328e-06,58469.6646,Fermi-GBM,42.497
bn200809211,205.12,-26.37,2.2935e-06,59070.2115,Fermi-GBM,64.512
bn101017619,27.47,-26.55,1.7755e-06,55486.6191,Fermi-GBM,47.872
bn180313978,317.51,-26.55,1.8732e-07,58190.978,Fermi-GBM,0.08
bn160428412,28.19,-26.52,1.7793e-07,57506.412,Fermi-GBM,0.576
bn100325275,330.24,-26.47,3.352e-06,55280.2751,Fermi-GBM,7.104
bn160218711,33.33,-26.45,1.2715e-06,57436.7109,Fermi-GBM,20.224
bn150629564,307.65,-26.45,3.6879e-07,57202.5644,Fermi-GBM,1.92
bn170926782,344.12,-26.25,4.5632e-07,58022.782,Fermi-GBM,0.896
bn170621784,76.06,-26.44,1.6691e-06,57925.7844,Fermi-GBM,32.0
bn120817168,8.31,-26.428,1.7866e-06,56156.1684,Fermi-GBM,0.16
bn210622064,233.117,-26.213,3.142e-06,59387.0643,Fermi-GBM,40.704
bn250117849,252.55,-26.18,1.4799e-06,60692.8486,Fermi-GBM,0.832
bn180912274,202.0,-26.23,1.6271e-05,58373.2738,Fermi-GBM,41.217
bn170825307,274.44,-26.17,2.2479e-06,57990.307,Fermi-GBM,6.656
bn090828099,124.38,-26.14,2.3746e-05,55071.0992,Fermi-GBM,68.417
bn130925164,41.183,-26.134,6.3406e-07,56560.1642,Fermi-GBM,6.4
bn130925173,41.183,-26.134,8.4767e-05,56560.1732,Fermi-GBM,215.555
bn120920003,27.12,-26.12,1.0033e-06,56190.0032,Fermi-GBM,28.16
bn120608489,229.98,-26.12,4.8345e-07,56086.4888,Fermi-GBM,0.96
bn180128215,12.26,-26.1,3.7752e-07,58146.2152,Fermi-GBM,0.208
bn220101930,30.8,-26.07,6.1199e-06,59580.9295,Fermi-GBM,34.56
bn210117458,226.12,-26.03,4.087e-06,59231.4575,Fermi-GBM,12.544
bn251127137,155.55,30.24,2.4724e-06,61006.1373,Fermi-GBM,18.688
bn140905454,340.5,-25.94,2.7462e-05,56905.454,Fermi-GBM,110.082
bn191227723,258.17,-26.01,2.8361e-06,58844.7234,Fermi-GBM,0.208
bn230222404,292.5,-26.01,2.5409e-06,59997.404,Fermi-GBM,27.904
bn091126389,47.42,31.52,1.8636e-07,55161.3888,Fermi-GBM,0.024
bn220606025,258.23,-26.0,8.6772e-07,59736.0248,Fermi-GBM,19.712
bn131008858,328.0,-25.98,8.2276e-06,56573.8584,Fermi-GBM,36.349
bn230911329,151.9,-25.97,0.00011262,60198.3286,Fermi-GBM,45.569
bn120908938,230.64,-25.79,5.1596e-06,56178.9382,Fermi-GBM,66.945
bn251009666,72.05,-25.84,3.2368e-08,60957.6659,Fermi-GBM,0.32
bn140628626,226.03,-25.83,1.4664e-06,56836.6261,Fermi-GBM,12.544
bn200509958,310.98,-3.74,1.2529e-06,58978.9577,Fermi-GBM,13.312
bn180828790,268.718,-25.7991,3.3204e-05,58358.7899,Fermi-GBM,8.256
bn200816486,305.33,-25.77,9.1985e-07,59077.4858,Fermi-GBM,31.488
bn171004672,82.2,-25.74,1.0863e-05,58030.6717,Fermi-GBM,48.125
bn250305645,223.71,-2.95,1.7415e-06,60739.6451,Fermi-GBM,1.856
bn100421917,350.68,-25.66,4.2502e-06,55307.9165,Fermi-GBM,62.465
bn211212532,41.8,-25.61,3.1028e-06,59560.5323,Fermi-GBM,21.504
bn081021398,190.3,-25.6,5.7438e-06,54760.3982,Fermi-GBM,26.112
bn150815604,289.92,-25.54,2.2456e-06,57249.6042,Fermi-GBM,24.576
bn170405777,219.81,-25.244,7.3963e-05,57848.7773,Fermi-GBM,78.593
bn181029892,274.28,-25.53,4.4762e-06,58420.8922,Fermi-GBM,18.688
bn160612842,348.364,-25.375,9.0991e-07,57551.8422,Fermi-GBM,0.288
bn180925407,181.91,-25.36,1.2619e-07,58386.4073,Fermi-GBM,0.896
bn131021352,329.12,-25.35,1.397e-06,56586.3519,Fermi-GBM,17.664
bn260125317,148.69,-2.93,2.3016e-06,61065.3173,Fermi-GBM,11.776
bn190504678,137.43,33.01,1.9432e-07,58607.6781,Fermi-GBM,0.704
bn170514180,122.1,-25.3,2.2537e-05,57887.1796,Fermi-GBM,103.938
bn200415367,11.885,-25.263,5.0136e-06,58954.3667,Fermi-GBM,0.144
bn140311453,39.04,-25.23,3.6991e-06,56727.4528,Fermi-GBM,14.912
bn180420107,83.23,-25.25,5.1139e-06,58228.1069,Fermi-GBM,62.977
bn090904058,264.191,-25.212,2.1712e-05,55078.0585,Fermi-GBM,56.065
bn110725236,270.14,-25.2,1.3087e-06,55767.2359,Fermi-GBM,20.224
bn100922625,356.98,-25.19,4.2462e-07,55461.6248,Fermi-GBM,4.352
bn250621052,129.74,-25.15,5.7819e-06,60847.052,Fermi-GBM,13.373
bn090908341,174.14,-25.13,2.6038e-06,55082.3407,Fermi-GBM,36.864
bn240718270,257.78,-25.11,5.5816e-05,60509.2701,Fermi-GBM,58.625
bn211112607,138.38,-2.54,2.8394e-06,59530.6072,Fermi-GBM,111.618
bn260208214,204.57,33.77,0.00013432,61079.2135,Fermi-GBM,35.329
bn130611538,238.84,-25.23,7.4433e-06,56454.5377,Fermi-GBM,66.816
bn130907760,236.63,-25.1,2.6084e-07,56542.7603,Fermi-GBM,3.136
bn121028280,52.56,-25.07,9.9778e-07,56228.28,Fermi-GBM,11.008
bn190904174,35.92,-25.03,4.6986e-07,58730.1743,Fermi-GBM,7.68
bn090909854,54.18,-25.03,1.5698e-07,55083.8541,Fermi-GBM,1.152
bn120619884,190.74,-25.02,4.2425e-07,56097.8842,Fermi-GBM,0.96
bn240905053,270.47,-24.71,6.7103e-06,60558.053,Fermi-GBM,6.208
bn201019069,223.8,-24.97,9.6602e-06,59141.0695,Fermi-GBM,16.896
bn100929916,183.03,-24.94,7.6143e-07,55468.9165,Fermi-GBM,0.32
bn111231622,155.51,34.31,9.3254e-07,55926.6222,Fermi-GBM,8.256
bn140511995,26.25,-24.91,6.746e-06,56788.9952,Fermi-GBM,59.136
bn251103699,105.8736,-24.8716,5.4049e-06,60982.699,Fermi-GBM,47.553
bn220131236,75.62,-24.87,9.8514e-06,59610.2364,Fermi-GBM,84.738
bn211130636,18.33,-24.31,1.652e-05,59548.6364,Fermi-GBM,218.629
bn130604033,292.18,-24.86,1.7465e-05,56447.0335,Fermi-GBM,26.88
bn251116083,27.28,-24.81,1.6641e-06,60995.0834,Fermi-GBM,10.752
bn170901345,135.43,-24.78,4.0413e-07,57997.3451,Fermi-GBM,29.696
bn260415197,58.49,-24.0,1.9926e-05,61145.1972,Fermi-GBM,52.993
bn260131277,24.348,34.351,2.5812e-05,61071.2774,Fermi-GBM,256.642
bn120412055,29.44,-24.67,1.2463e-06,56029.0547,Fermi-GBM,9.728
bn151202565,326.49,-24.67,6.9835e-07,57358.5652,Fermi-GBM,0.704
bn100130729,21.19,-24.75,1.0148e-05,55226.7288,Fermi-GBM,99.586
bn161228405,358.42,-24.6,3.2743e-06,57750.4052,Fermi-GBM,50.176
bn211018697,139.95,-24.53,1.4139e-06,59505.6968,Fermi-GBM,15.104
bn081221681,15.8,-24.5,3.0037e-05,54821.6814,Fermi-GBM,29.697
bn220903511,177.32,-24.12,8.9212e-06,59825.5113,Fermi-GBM,7.424
bn101227406,240.5,-24.5,1.3754e-05,55557.4063,Fermi-GBM,153.347
bn180314030,99.2651,-24.4963,1.3308e-05,58191.0301,Fermi-GBM,22.016
bn090514726,304.3167,-24.4,2.2452e-06,54965.7265,Fermi-GBM,2.24
bn090228204,106.8,-24.3,6.1936e-06,54890.2037,Fermi-GBM,0.448
bn110909116,347.34,-24.22,4.9196e-05,55813.116,Fermi-GBM,20.736
bn100704149,133.636,-24.216,8.3883e-06,55381.1494,Fermi-GBM,171.523
bn090307167,172.7,-23.9,1.0944e-06,54897.1666,Fermi-GBM,29.44
bn120504945,200.28,-24.2,1.6674e-06,56051.9445,Fermi-GBM,5.76
bn220612013,150.29,-24.19,2.342e-06,59742.013,Fermi-GBM,15.872
bn210108424,308.08,-24.08,1.0125e-06,59222.4237,Fermi-GBM,7.168
bn131119781,47.96,-24.01,1.8487e-06,56615.7811,Fermi-GBM,34.816
bn250204311,108.23,-23.78,4.797e-06,60710.3113,Fermi-GBM,39.425
bn190830023,111.9,-23.77,2.056e-06,58725.0228,Fermi-GBM,12.288
bn230827762,319.12,-23.89,2.8936e-05,60183.7624,Fermi-GBM,83.201
bn160222070,309.58,-23.77,1.2666e-06,57440.0704,Fermi-GBM,18.176
bn190805106,167.65,-23.76,4.3952e-06,58700.1059,Fermi-GBM,9.216
bn101021009,0.87,-23.71,2.2305e-05,55490.0093,Fermi-GBM,120.77
bn091026485,137.08,-23.65,5.6672e-07,55130.4853,Fermi-GBM,3.328
bn230310031,257.64,-23.48,3.5643e-06,60013.0313,Fermi-GBM,52.224
bn110828575,110.58,-23.81,2.721e-06,55801.5752,Fermi-GBM,44.673
bn191022285,273.14,-23.1,3.4222e-06,58778.2848,Fermi-GBM,12.288
bn170817529,197.45,-23.3815,2.7914e-07,57982.5285,Fermi-GBM,2.048
bn190623461,335.49,-23.33,2.377e-06,58657.4607,Fermi-GBM,9.728
bn190813520,106.38,-23.27,4.9947e-08,58708.5203,Fermi-GBM,0.192
bn200919964,273.42,-23.23,5.5972e-05,59111.9642,Fermi-GBM,48.129
bn080831921,259.1,-23.2,8.4741e-06,54709.9211,Fermi-GBM,74.497
bn100826957,284.0,-23.19,0.00016388,55434.9572,Fermi-GBM,84.993
bn091018957,321.83,-23.08,1.8053e-07,55122.9572,Fermi-GBM,0.192
bn120102416,341.15,-23.16,2.5531e-06,55928.416,Fermi-GBM,20.224
bn080805584,174.5,-23.1,4.3788e-06,54683.5841,Fermi-GBM,65.665
bn100205490,133.92,-23.02,1.3647e-06,55232.49,Fermi-GBM,14.848
bn160603719,195.41,-22.96,1.9732e-07,57542.7194,Fermi-GBM,0.384
bn180724984,58.49,-22.95,7.4495e-07,58323.9835,Fermi-GBM,4.608
bn150513856,49.06,-22.91,7.5426e-06,57155.8564,Fermi-GBM,158.978
bn190507970,287.82,-22.82,1.1429e-05,58610.9698,Fermi-GBM,36.352
bn220405258,29.38,-22.8,3.1365e-06,59674.2581,Fermi-GBM,8.192
bn110730008,263.08,-22.78,1.257e-06,55772.0083,Fermi-GBM,28.416
bn220228438,311.2,-22.7,8.9381e-07,59638.4376,Fermi-GBM,12.032
bn160921087,256.95,-22.68,3.9127e-06,57652.0869,Fermi-GBM,48.897
bn220915218,289.0,-22.61,9.9208e-06,59837.2178,Fermi-GBM,18.048
bn251001595,42.651,-23.0201,1.6159e-06,60949.5954,Fermi-GBM,19.2
bn190831693,169.88,-22.35,1.987e-06,58726.6935,Fermi-GBM,17.92
bn160819852,114.139,-22.347,1.6877e-05,57619.8525,Fermi-GBM,33.536
bn090621447,12.27,-22.58,1.5666e-06,55003.4471,Fermi-GBM,26.112
bn101126198,84.77,-22.55,3.1012e-05,55526.1975,Fermi-GBM,43.837
bn091010113,298.669,-22.538,9.9565e-06,55114.1133,Fermi-GBM,5.952
bn240106265,239.77,-22.52,3.2986e-06,60315.2648,Fermi-GBM,33.024
bn180826055,62.46,-22.45,2.6227e-05,58356.055,Fermi-GBM,290.565
bn130722990,352.41,-22.31,5.9884e-07,56495.9904,Fermi-GBM,2.304
bn130219197,169.29,-22.25,3.1857e-05,56342.1973,Fermi-GBM,168.003
bn100730463,339.79,-22.23,6.0578e-06,55407.4627,Fermi-GBM,63.873
bn200510445,155.08,-1.93,5.3483e-06,58979.4453,Fermi-GBM,9.981
bn230808699,204.7,-22.21,4.2712e-06,60164.6987,Fermi-GBM,20.992
bn160123095,314.22,-22.18,8.9552e-07,57410.0954,Fermi-GBM,37.632
bn190107050,353.62,-22.17,1.9413e-06,58490.0505,Fermi-GBM,67.584
bn111203609,242.83,-22.15,6.948e-07,55898.6089,Fermi-GBM,22.016
bn130606497,218.574,-22.131,0.00020087,56449.4969,Fermi-GBM,52.225
bn160219289,1.3524,-21.9573,1.1074e-06,57437.2891,Fermi-GBM,3.52
bn240507006,185.03,-21.94,1.4551e-06,60437.006,Fermi-GBM,58.625
bn111230819,242.61,-22.12,3.5117e-06,55925.8191,Fermi-GBM,12.736
bn160315739,319.91,-22.11,3.0532e-07,57462.7395,Fermi-GBM,3.328
bn200625532,169.87,-22.01,6.278e-06,59025.5318,Fermi-GBM,63.488
bn181028590,88.9,-22.0,3.1137e-05,58419.5901,Fermi-GBM,29.697
bn190501794,156.29,-22.0,6.0339e-06,58604.7942,Fermi-GBM,424.967
bn240305162,10.37,-21.98,4.224e-06,60374.1617,Fermi-GBM,7.424
bn110410772,337.17,-21.96,9.3595e-07,55661.7718,Fermi-GBM,7.424
bn230101095,206.3,-21.94,1.4263e-05,59945.0949,Fermi-GBM,83.202
bn170705200,359.51,-21.94,3.2621e-06,57939.2003,Fermi-GBM,27.648
bn110209165,329.7,-21.93,6.7333e-07,55601.1654,Fermi-GBM,5.632
bn100304534,260.14,-21.92,4.9027e-06,55259.5335,Fermi-GBM,19.008
bn190919764,357.36,-21.82,1.4694e-05,58745.7639,Fermi-GBM,41.985
bn110321346,13.31,-21.81,1.1199e-06,55641.3456,Fermi-GBM,30.72
bn220618761,90.64,-21.81,2.4288e-08,59748.7608,Fermi-GBM,0.064
bn150203545,156.88,-21.81,3.6398e-06,57056.5448,Fermi-GBM,23.808
bn250905344,130.11,-21.39,1.9714e-06,60923.3435,Fermi-GBM,14.592
bn240605338,68.23,34.46,7.7019e-07,60466.3382,Fermi-GBM,17.152
bn210803497,218.69,-21.38,1.0593e-05,59429.497,Fermi-GBM,9.216
bn091120191,226.81,-21.79,2.8533e-05,55155.1907,Fermi-GBM,50.177
